ASIN,Brand Name,GV(Q4 2025 ),Net Ordered Units(Q4 2025 ),Net Receipts (Units)(Q4 2025 ),Total Inventory Units(Q4 2025 ),Net Receipts($)(Q4 2025 ),Product GMS($)(Q4 2025 ),Gross Shipped GMS($)(Q4 2025 ),Net Ordered GMS($)(Q4 2025 ),Deal GMS($)(Q4 2025 ),Net PPM(Q4 2025 )(%),Amzn GV(Q4 2025 ),SoROOS(%)(Q4 2025 )(%),Daily SoRoos%(Q4 2025 )(%),Fill Rate - Sourceable(Q4 2025 )(%),Vendor Confirmation Rate - Sourceable(Q4 2025 )(%),Conversion Rate(Q4 2025 )(%),ASP(Q4 2025 ),CM(Q4 2025 )(%),CP($)(Q4 2025 ),CPPU(Q4 2025 ),PPM(Q4 2025 )(%),CCOGS As A % Of PCOGS(Q4 2025 )(%),CCOGS As A % Of Revenue(Q4 2025 )(%),External Box Price Competitiveness (% Of GV)(Q4 2025 )(%),IDQ Score(Q4 2025 )
B087GK969D,Freakin Healthy,284,239,490.00,1.00,1950.37,820.56,778.62,730.55,604.07,29.17%,253,11.62%,11.62%,100.00%,24.75%,84.15%,3.24,1.45%,11.50,0.05,(22.72)%,46.37%,56.91%,86.25%,98.50
B088FH4VG8,UNKNOWN,267,166,156.00,49.00,643.02,817.36,798.68,798.81,54.27,27.65%,242,6.74%,6.74%,93.33%,100.00%,62.17%,4.95,(11.91)%,-97.03,-0.59,16.79%,16.28%,13.54%,56.45%,59.90
B08P6H3QZL,Guylian,1454,283,2239.00,93.00,8534.04,810.00,770.97,772.07,699.46,27.98%,712,11.23%,11.23%,68.95%,79.70%,19.46%,2.86,(9.34)%,-74.87,-0.26,(33.17)%,49.45%,65.85%,100.00%,0
B07MTXFYB3,Crunchos,153,144,168.00,66.00,1056.56,805.90,769.36,769.38,297.28,14.05%,150,19.61%,19.61%,87.88%,94.29%,94.12%,5.60,(9.70)%,-76.59,-0.53,(12.37)%,27.10%,30.45%,76.12%,73.40
B081LFPWRP,Mr Makhana,637,803,1132.00,677.00,1217.35,801.41,769.23,769.36,159.73,74.35%,630,0.00%,0.00%,98.44%,100.00%,126.06%,1.00,(24.43)%,-192.70,-0.24,(7.89)%,80.71%,87.07%,56.65%,78.20
B087GL3GHB,Nom Noms,759,346,272.00,37.00,663.51,796.80,773.06,807.48,197.71,28.24%,706,17.02%,17.02%,30.03%,100.00%,45.59%,2.37,(26.18)%,-211.39,-0.63,(2.56)%,33.97%,34.84%,79.93%,94.20
B00N8J1P90,La Molisana,481,170,378.00,83.00,1955.32,790.82,780.80,774.85,496.42,29.80%,470,1.25%,1.25%,77.58%,94.01%,35.34%,4.62,(11.18)%,-83.21,-0.49,(11.85)%,39.20%,43.84%,0.00%,73.00
B003ZZABKG,Fruit Roll-Ups,720,167,239.00,25.00,1085.82,781.15,771.04,812.68,123.75,34.01%,667,24.41%,24.41%,23.33%,31.48%,23.19%,4.91,(0.20)%,-1.62,-0.01,7.23%,30.21%,28.02%,65.85%,89.20
B0028UQ5VI,Gerber,422,179,336.00,215.00,1822.22,776.95,760.51,755.89,258.28,51.45%,377,1.90%,1.90%,98.11%,50.64%,42.42%,4.32,19.17%,149.78,0.83,(25.64)%,63.08%,79.26%,82.39%,0
B00Y09JC24,Ching's,1374,412,1601.00,432.00,2798.33,772.47,746.10,783.91,0,20.89%,1253,14.50%,14.50%,80.46%,100.00%,29.99%,1.97,(60.07)%,-491.53,-1.25,11.08%,16.20%,14.40%,29.03%,86.70
B09BN5R4MX,Palazi,1771,208,596.00,142.00,2352.81,768.94,758.43,758.42,182.00,30.26%,1744,12.77%,12.77%,69.91%,100.00%,11.74%,3.70,(17.21)%,-136.96,-0.66,(6.79)%,37.41%,39.95%,100.00%,82.50
B01IUM3B0A,La Molisana,431,354,84.00,1.00,230.29,751.37,704.88,777.88,493.34,21.80%,395,29.77%,29.77%,52.03%,53.21%,82.13%,2.29,(48.81)%,-333.78,-1.02,(19.68)%,39.68%,47.49%,0.00%,88.00
B0B82W6X9R,Mr Makhana,541,717,1181.00,820.00,1270.05,743.14,714.91,707.48,213.54,74.53%,537,0.00%,0.00%,104.36%,100.00%,132.53%,1.03,(12.81)%,-91.90,-0.13,(4.91)%,80.07%,84.01%,57.79%,78.20
B0B82XMNC5,Mr Makhana,522,725,805.00,464.00,865.70,737.39,705.99,702.97,220.96,74.83%,514,1.72%,1.72%,97.80%,100.00%,138.89%,1.01,(16.72)%,-123.95,-0.17,(6.02)%,80.48%,85.33%,58.77%,68.20
B07PKCQ275,Afia,1471,201,1487.00,430.00,5578.70,733.28,704.09,704.16,407.61,17.63%,1326,4.97%,4.97%,92.84%,100.00%,13.66%,3.63,(34.61)%,-247.09,-1.22,(3.35)%,23.90%,24.70%,49.77%,75.00
B087C7QD76,Little Freddie,545,312,616.00,11.00,1564.71,723.88,703.19,764.77,296.02,32.18%,515,13.58%,13.58%,52.91%,73.11%,57.25%,2.50,(5.91)%,-43.37,-0.15,(1.76)%,37.32%,37.98%,87.54%,76.70
B087GKF4GF,Freakin' Healthy,322,54,141.00,1.00,2119.00,721.36,717.93,704.30,380.67,33.65%,250,10.56%,10.56%,97.56%,43.01%,16.77%,13.12,16.65%,119.41,2.17,(14.58)%,42.90%,49.15%,0.00%,0
B003XXD1O8,Gerber,364,140,303.00,97.00,1835.46,714.39,712.97,708.29,0,9.62%,324,9.74%,9.74%,94.33%,32.39%,38.46%,5.07,(12.59)%,-90.56,-0.64,(19.56)%,24.89%,29.76%,77.19%,0
B00ECGW40C,MARTINELLI'S,122,243,200.00,23.00,507.48,691.56,699.78,699.82,0,40.88%,120,0.00%,0.00%,58.87%,66.67%,199.18%,2.85,(2.94)%,-19.34,-0.08,10.84%,33.65%,30.00%,60.00%,86.00
B087GJJ4KR,Freakin' Healthy,221,51,141.00,1.00,2119.00,684.98,677.40,690.79,301.80,33.91%,203,10.41%,10.41%,94.78%,41.36%,23.08%,13.70,19.93%,137.12,2.74,(9.70)%,40.49%,44.41%,0.00%,0
B0CJLQR2WX,Ulker,616,176,133.00,187.00,543.14,678.88,661.66,662.16,272.55,32.06%,596,0.97%,0.97%,81.01%,100.00%,28.57%,3.86,(13.13)%,-78.84,-0.45,(5.87)%,38.60%,40.86%,34.77%,75.80
B08VQMVBKG,Little Freddie,259,229,324.00,138.00,823.00,672.51,640.21,641.60,0,29.92%,242,34.36%,34.36%,60.93%,82.06%,88.42%,2.94,(2.05)%,-13.36,-0.06,13.50%,24.53%,21.22%,76.15%,83.50
B083VKRTPS,TATA,841,231,684.00,4.00,2916.22,668.30,655.46,661.50,0,(23.55)%,736,12.51%,12.51%,52.21%,100.00%,27.47%,2.93,(77.48)%,-541.37,-2.37,(45.46)%,15.97%,23.23%,89.46%,100.00
B07NF7RVX6,L.B. Maple,340,82,147.00,26.00,1323.10,667.23,646.43,643.42,319.22,28.42%,316,7.94%,7.94%,74.80%,100.00%,24.12%,8.04,(2.77)%,-18.01,-0.22,(11.96)%,38.76%,43.40%,0.00%,68.50
B07NHR4TZG,La Molisana,300,202,349.00,215.00,1149.70,660.16,621.27,638.12,296.94,34.43%,300,0.00%,0.00%,90.46%,100.00%,67.33%,3.32,(2.13)%,-13.69,-0.07,0.70%,39.50%,39.22%,57.03%,97.00
B083VKML26,Tetley,233,155,141.00,56.00,748.56,648.22,643.46,648.73,0,(13.75)%,228,0.00%,0.00%,91.36%,100.00%,66.52%,4.18,(51.63)%,-328.25,-2.12,(26.95)%,11.08%,14.07%,70.73%,86.00
B087GK9B18,Freakin' Healthy,241,48,67.00,31.00,1057.25,645.31,642.39,642.47,516.62,30.99%,240,0.00%,0.00%,100.00%,38.71%,19.92%,13.44,16.39%,107.63,2.24,(17.37)%,41.86%,49.14%,0.00%,98.50
B00Q6I22DI,American Garden,1566,239,572.00,192.00,1714.57,643.88,616.76,619.99,190.66,15.93%,1517,0.90%,0.90%,89.89%,100.00%,15.26%,2.71,(49.49)%,-323.57,-1.36,(10.80)%,28.15%,31.18%,24.43%,93.70
B07DXVR84H,La Molisana,264,208,330.00,100.00,943.36,642.97,625.10,591.73,258.59,39.07%,245,8.71%,8.71%,49.54%,92.52%,78.79%,2.95,(10.56)%,-66.03,-0.30,3.08%,40.74%,39.48%,77.42%,78.50
B00L2ZL4V6,American Garden,538,161,2.00,0.00,7.56,636.87,618.67,648.65,0,22.52%,275,47.58%,47.58%,35.36%,30.59%,29.93%,4.14,(15.35)%,-97.27,-0.63,8.62%,18.02%,16.47%,48.28%,0
B08G8WV5T8,Gerber,228,92,56.00,1.00,381.15,633.94,638.17,631.31,234.57,26.15%,217,0.00%,0.00%,0.00%,0.00%,40.35%,6.82,(0.48)%,-3.08,-0.03,0.15%,26.70%,26.66%,79.36%,71.00
B00XMYTY0S,Fruit Roll Up,422,127,52.00,2.00,226.51,631.76,623.60,609.62,0,31.71%,398,24.88%,24.88%,16.88%,35.56%,30.09%,4.86,0.14%,0.90,0.01,7.56%,28.51%,26.36%,0.00%,0
B000Z4MHNE,French's,276,204,160.00,0.00,496.70,628.94,607.92,611.30,0,13.95%,271,16.36%,16.36%,27.27%,100.00%,73.91%,3.10,(40.35)%,-256.61,-1.26,3.81%,14.53%,13.98%,100.00%,98.50
B087GJHC2B,Nom Noms,641,223,204.00,35.00,610.94,625.94,603.60,649.19,152.02,30.83%,567,32.14%,32.14%,32.28%,100.00%,34.79%,2.99,(8.81)%,-55.89,-0.27,0.00%,34.62%,34.62%,80.83%,75.00
B07CZ83NQ4,General Mills,347,62,132.00,46.00,1043.26,600.86,583.73,583.87,29.70,36.95%,157,43.35%,43.35%,0.00%,0.00%,17.87%,9.69,11.31%,65.57,1.06,18.45%,26.86%,21.91%,57.14%,0
B08H8VT4JB,Mr Makhana,186,247,218.00,61.00,531.19,598.52,567.63,560.71,0,70.81%,182,12.37%,12.37%,82.04%,100.00%,132.80%,2.39,16.23%,93.25,0.37,(1.78)%,76.97%,78.34%,0.00%,83.20
B091VQS1Q5,American Garden,341,74,108.00,54.00,803.72,598.23,585.52,578.23,118.83,20.54%,312,30.29%,30.29%,78.57%,77.78%,21.70%,7.98,(6.63)%,-39.48,-0.53,3.91%,18.66%,17.93%,55.48%,100.00
B0B9MW55SK,The Jelly Bean Factory,668,319,531.00,92.00,1055.33,591.89,551.91,532.94,186.93,26.90%,656,9.30%,9.30%,46.70%,100.00%,47.75%,1.78,(27.04)%,-158.54,-0.48,(11.48)%,40.34%,44.98%,68.24%,83.20
B001QBX8BU,Tetley,249,206,241.00,70.00,602.33,587.13,588.47,588.59,0,21.79%,243,20.08%,20.08%,64.57%,95.87%,82.73%,2.85,(30.03)%,-178.67,-0.87,12.31%,11.33%,9.94%,0.00%,97.00
B07P68FH59,American Garden,1020,256,276.00,81.00,660.50,585.34,579.80,584.02,107.28,17.97%,971,0.20%,0.20%,83.33%,100.00%,25.10%,2.30,(46.59)%,-287.85,-1.13,(3.85)%,23.17%,24.06%,27.29%,93.70
B00LXSEFMW,La Molisana,411,229,270.00,1.00,771.84,574.42,541.88,538.19,191.71,27.41%,385,7.32%,7.32%,33.03%,96.23%,55.72%,2.49,(30.45)%,-170.84,-0.74,(14.96)%,41.81%,48.06%,0.00%,91.00
B0DXBYBZN4,Vitamin Well,302,31,148.00,66.00,2139.58,570.23,571.03,553.22,0,35.67%,284,66.11%,66.11%,66.67%,100.00%,10.26%,17.82,18.28%,106.14,3.32,18.87%,21.09%,17.11%,0.00%,47.00
B0CB89CDSW,Candyland,154,74,93.00,56.00,868.21,568.59,556.04,564.99,200.42,80.75%,153,9.74%,9.74%,100.00%,100.00%,48.05%,7.79,68.83%,376.99,5.16,(19.86)%,85.54%,102.52%,0.00%,85.00
B08WGZ69SV,ROCA,309,138,150.00,26.00,628.09,561.75,561.03,563.08,46.49,84.02%,306,8.09%,8.09%,100.80%,100.00%,44.66%,4.07,49.06%,282.46,2.05,(2.86)%,84.84%,87.27%,64.68%,75.00
B0014CYR98,UNKNOWN,476,114,192.00,77.00,634.07,561.72,552.81,526.25,0,35.77%,397,49.37%,49.37%,29.03%,100.00%,23.95%,4.72,(5.53)%,-31.46,-0.26,30.04%,10.99%,7.69%,84.36%,84.50
B07P9J3YDB,La Molisana,265,229,437.00,191.00,1165.95,554.28,525.49,544.82,224.51,27.03%,254,4.53%,4.53%,90.11%,80.18%,86.42%,2.50,(26.28)%,-144.16,-0.65,(6.86)%,36.71%,39.23%,100.00%,92.00
B07NCYSD4M,Suntop,59,39,30.00,40.00,372.44,551.25,551.25,566.73,110.65,23.03%,55,6.78%,6.78%,78.95%,100.00%,66.10%,14.51,(2.13)%,-12.02,-0.32,14.42%,9.74%,8.33%,0.00%,62.50
B0847NQFB6,Al Osra,592,313,234.00,181.00,302.61,546.90,537.00,542.62,0,35.93%,576,2.03%,2.03%,94.56%,100.00%,52.87%,1.76,(42.23)%,-234.42,-0.76,26.70%,16.18%,11.86%,0.00%,92.90
B087GLRBJB,Caca,816,151,129.00,88.00,393.35,543.53,538.83,525.51,0,30.86%,777,0.00%,0.00%,65.16%,100.00%,18.50%,3.51,(22.73)%,-122.64,-0.79,13.04%,24.19%,21.03%,0.00%,80.00
B00R2UOFWU,Dilmah,314,57,18.00,1.00,140.89,542.03,521.48,522.12,0,34.45%,268,13.06%,13.06%,5.00%,68.97%,18.15%,9.51,15.46%,83.42,1.46,17.69%,22.74%,18.72%,64.71%,0
B0749NNYF5,Ching's Secret,592,245,314.00,114.00,596.70,540.92,521.47,528.26,0,24.82%,581,0.00%,0.00%,83.70%,100.00%,41.39%,2.24,(40.85)%,-217.69,-0.90,14.98%,16.21%,13.78%,39.23%,84.20
B087GJVRX3,Maikom,270,67,175.00,39.00,1524.62,529.55,516.49,544.31,169.40,29.18%,238,18.15%,18.15%,72.77%,100.00%,24.81%,8.27,(3.83)%,-19.78,-0.31,(5.29)%,34.61%,36.44%,89.43%,81.00
B00A20QDD6,UNKNOWN,650,280,270.00,0.00,588.07,511.41,497.78,521.39,0,86.87%,505,6.32%,6.32%,16.48%,34.66%,43.08%,2.01,38.11%,197.27,0.77,(8.60)%,90.63%,98.43%,0.00%,0
B07P68FGXQ,American Garden,371,413,96.00,126.00,106.37,506.50,499.60,495.47,0,21.20%,356,0.00%,0.00%,80.00%,100.00%,111.32%,1.21,(40.17)%,-206.10,-0.49,8.77%,17.75%,16.19%,38.49%,96.20
B0B82VB5VL,Mr Makhana,84,184,203.00,83.00,494.64,506.13,487.81,487.82,128.43,75.52%,82,0.00%,0.00%,80.87%,100.00%,219.05%,2.75,31.92%,162.13,0.88,11.42%,76.50%,67.77%,60.98%,78.20
B07NF7ZFTL,JULIE'S,235,34,40.00,18.00,615.29,504.30,499.96,500.82,153.80,31.13%,202,0.00%,0.00%,72.73%,100.00%,14.47%,14.83,15.48%,78.91,2.32,(3.71)%,34.72%,36.01%,0.00%,78.50
B07NHMKXYK,La Molisana,298,182,309.00,133.00,916.98,501.56,474.60,475.38,216.27,26.47%,293,4.38%,4.38%,84.87%,79.58%,61.07%,2.76,(19.01)%,-94.10,-0.52,(7.68)%,36.87%,39.70%,0.00%,93.00
B08V929N3B,MARTINELLI'S,477,108,109.00,8.00,528.23,500.97,501.13,515.80,86.69,27.66%,467,11.13%,11.13%,57.14%,100.00%,22.64%,4.77,(3.84)%,-19.15,-0.18,(1.57)%,28.87%,29.32%,48.28%,81.00
B000PDHHDA,Gerber,461,85,134.00,45.00,726.72,499.01,498.75,467.98,155.87,35.71%,444,9.54%,9.54%,48.00%,92.59%,18.44%,5.61,10.84%,55.77,0.63,3.27%,35.13%,33.98%,83.30%,0
B07M83K2H9,La Molisana,323,197,240.00,72.00,638.38,493.29,461.35,471.82,267.51,29.98%,305,8.05%,8.05%,48.34%,81.56%,60.99%,2.49,(26.17)%,-127.88,-0.65,(6.76)%,39.86%,42.55%,86.62%,83.50
B083VL3R3L,Tetley,272,121,67.00,22.00,355.70,490.32,490.10,493.82,0,(15.70)%,269,0.00%,0.00%,100.00%,100.00%,44.49%,4.09,(63.19)%,-311.87,-2.60,(29.93)%,11.14%,14.47%,68.40%,98.50
B00CAUAAWG,Gerber,246,105,219.00,53.00,1263.42,485.33,475.39,470.53,46.65,11.42%,211,26.42%,26.42%,96.36%,22.18%,42.68%,4.58,(14.29)%,-69.84,-0.66,(26.00)%,30.77%,38.77%,73.17%,93.20
B00L2ZLGQE,American Garden,1197,129,403.00,157.00,1363.79,480.72,466.73,463.37,0,22.26%,1181,0.00%,0.00%,96.91%,100.00%,10.78%,3.70,(32.19)%,-143.96,-1.11,8.48%,18.25%,16.70%,21.14%,90.50
B00HXHBC14,JULIE'S,344,210,527.00,130.00,1291.30,479.68,451.10,426.47,138.40,21.94%,325,18.31%,18.31%,63.28%,100.00%,61.05%,2.19,(29.11)%,-140.21,-0.64,(11.87)%,35.97%,40.24%,63.01%,81.70
B087GKVTG6,Jewel Ring,302,88,123.00,48.00,675.10,479.39,465.26,465.33,338.32,22.29%,290,16.23%,16.23%,40.09%,100.00%,29.14%,5.45,(1.68)%,-7.90,-0.09,(0.75)%,26.15%,26.35%,95.92%,85.70
B07J3Y1ZTZ,Dilmah,386,225,44.00,0.00,95.83,475.41,466.62,533.70,0,28.62%,379,37.05%,37.05%,2.68%,51.74%,58.29%,2.43,(23.82)%,-116.06,-0.59,10.20%,23.76%,21.33%,100.00%,76.00
B00RUCFLR8,Foster Clarks,1946,728,2170.00,1435.00,1317.46,465.67,476.34,484.22,0,15.51%,1688,26.83%,26.83%,44.90%,93.60%,37.41%,0.64,(139.96)%,-743.72,-1.03,5.61%,11.01%,10.40%,56.73%,89.40
B08M7G4T62,Little Freddie,209,156,192.00,81.00,487.70,462.08,439.33,441.99,0,29.95%,206,33.01%,33.01%,61.54%,98.11%,74.64%,2.98,1.05%,4.62,0.03,14.79%,23.61%,20.11%,100.00%,80.50
B0792L8SY6,Lotte,580,111,367.00,13.00,1129.06,459.87,438.65,381.87,0,18.48%,507,55.34%,55.34%,54.23%,66.45%,19.14%,3.56,(14.37)%,-65.59,-0.51,13.70%,11.23%,9.69%,0.00%,75.00
B08H71NHC5,Mr Makhana,116,164,172.00,49.00,419.11,459.42,454.31,451.40,0,76.38%,115,12.93%,12.93%,100.00%,100.00%,141.38%,2.78,30.86%,146.65,0.89,12.49%,77.85%,68.13%,58.26%,78.20
B087GKYZ9M,Freakin' Healthy,81,26,35.00,9.00,552.29,459.15,453.62,453.69,98.07,35.12%,75,25.93%,25.93%,100.00%,60.78%,32.10%,17.66,24.99%,114.60,4.41,10.65%,28.52%,25.49%,88.33%,88.50
B09NVX81DB,La Molisana,260,128,320.00,99.00,1402.65,457.81,435.10,435.13,193.87,21.98%,242,20.62%,20.62%,70.59%,76.40%,49.23%,3.58,(20.37)%,-91.54,-0.72,(22.55)%,40.53%,49.67%,0.00%,78.40
B00AVHTBUC,Lago,1614,205,787.00,162.00,2035.50,453.92,436.30,438.76,132.64,23.86%,1587,2.48%,2.48%,75.39%,100.00%,12.70%,2.21,(23.61)%,-109.14,-0.53,(16.81)%,39.04%,45.60%,69.40%,94.20
B0B4QY2SNX,Orion,205,111,146.00,63.00,476.99,451.00,439.62,435.32,0,35.09%,200,6.37%,6.37%,74.49%,95.61%,54.15%,4.03,0.31%,1.41,0.01,18.87%,24.21%,19.64%,0.00%,80.40
B00LQO3FUQ,Tata,1543,745,13873.00,4311.00,9046.95,447.30,431.62,458.79,0,5.90%,1451,32.02%,32.02%,83.61%,86.75%,48.28%,0.63,(215.39)%,-1153.63,-1.64,(3.99)%,12.52%,13.02%,79.88%,96.70
B00FHD9Y5W,Chings Secret,1061,221,1445.00,618.00,4085.06,446.03,430.14,418.95,0,(14.55)%,257,6.81%,6.81%,100.00%,86.62%,20.83%,2.02,(67.38)%,-300.94,-1.36,(32.40)%,16.18%,21.43%,56.68%,91.00
B007TKG3T6,Lutti,32,18,10.00,0.00,294.03,444.93,440.20,470.39,278.33,25.32%,32,21.88%,21.88%,45.45%,100.00%,56.25%,26.17,11.07%,49.45,2.91,(12.34)%,34.47%,38.73%,0.00%,96.70
B077T2M555,La Molisana,136,102,235.00,83.00,1215.61,443.44,412.78,412.80,343.38,26.42%,130,7.35%,7.35%,91.57%,100.00%,75.00%,4.35,(7.35)%,-30.55,-0.30,(18.98)%,43.78%,52.09%,0.00%,96.00
B07G9D3B8F,TILDA,545,113,552.00,141.00,2632.97,438.87,424.54,421.28,295.63,19.10%,530,2.21%,2.21%,98.10%,100.00%,20.73%,3.85,(32.04)%,-126.00,-1.11,(23.90)%,37.32%,46.24%,48.12%,83.70
B01MQJPAOU,Rip van Wafels,91,12,12.00,0.00,316.58,433.56,433.56,339.87,0,29.63%,50,46.15%,46.15%,50.00%,100.00%,13.19%,28.90,5.40%,20.45,1.36,8.73%,22.50%,20.54%,0.00%,0
B0CHFBWR8F,Costa dÓro,240,33,12.00,0.00,134.77,432.32,406.66,387.51,0,29.60%,222,40.00%,40.00%,5.66%,58.89%,13.75%,12.35,8.22%,34.95,1.00,9.08%,27.71%,25.19%,0.00%,81.70
B0793FD6BP,UNKNOWN,134,97,224.00,73.00,1158.71,432.13,400.05,405.39,256.45,19.88%,130,1.50%,1.50%,90.16%,98.83%,72.39%,4.50,(16.32)%,-64.01,-0.67,(14.92)%,36.77%,42.26%,0.00%,73.00
B081LG1LF9,Mr Makhana,159,427,457.00,127.00,491.46,426.54,401.49,401.91,144.39,73.26%,158,0.00%,0.00%,91.95%,100.00%,268.55%,1.00,0.34%,1.46,0.00,(7.65)%,80.85%,87.04%,0.00%,78.20
B083VKPXV2,Sultan,146,40,41.00,10.00,329.51,422.31,410.62,422.17,232.93,32.15%,138,13.01%,13.01%,59.32%,98.33%,27.40%,10.83,9.60%,40.42,1.04,25.78%,11.07%,8.22%,0.00%,70.00
B01L1DQPMG,American Garden,1509,105,283.00,18.00,1053.24,421.94,417.11,417.24,0,19.57%,1455,15.04%,15.04%,73.41%,32.76%,6.96%,4.02,(30.65)%,-132.94,-1.27,7.38%,14.80%,13.71%,45.26%,92.50
B07NF854H7,UNKNOWN,171,52,19.00,0.00,136.56,421.37,405.80,405.81,0,16.48%,156,18.71%,18.71%,28.85%,100.00%,30.41%,8.10,(50.97)%,-142.86,-2.75,11.30%,9.62%,8.53%,100.00%,85.80
B01C4L6IIK,Lotte,647,117,193.00,83.00,593.76,420.58,405.13,405.62,194.05,32.59%,617,20.59%,20.59%,54.55%,100.00%,18.08%,3.59,(12.96)%,-53.89,-0.46,14.57%,25.75%,22.00%,0.00%,81.70
B00PS0JZI0,JULIE'S,272,177,190.00,6.00,517.28,415.65,400.10,404.98,217.11,19.18%,230,26.47%,26.47%,27.46%,85.97%,65.07%,2.36,(20.88)%,-87.78,-0.50,(15.28)%,35.40%,40.81%,93.01%,65.00
B00L2ZL0YW,American Garden,610,134,294.00,39.00,994.93,412.80,403.59,411.43,92.08,16.33%,554,5.75%,5.75%,89.77%,100.00%,21.97%,3.15,(38.13)%,-153.72,-1.17,(7.39)%,25.48%,27.36%,57.70%,97.00
B00L2ZKM0K,American Garden,418,129,859.00,240.00,2705.82,412.59,384.02,381.36,121.25,16.93%,266,3.83%,3.83%,91.10%,100.00%,30.86%,3.17,(43.41)%,-172.59,-1.33,0.75%,22.32%,22.15%,53.66%,0
B083VK1XBB,American Garden,220,48,36.00,3.00,318.83,412.33,401.54,409.55,0,15.51%,186,49.32%,49.32%,50.00%,100.00%,21.82%,8.77,(7.62)%,-31.65,-0.67,(0.95)%,18.51%,18.68%,80.59%,97.00
B08H6KK3XK,Mr Makhana,103,174,122.00,1.00,297.27,410.54,399.57,404.24,0,72.86%,103,2.91%,2.91%,76.45%,100.00%,168.93%,2.39,18.73%,78.18,0.45,(2.09)%,77.13%,78.74%,0.00%,78.20
B087GNNH17,Zed,420,56,12.00,0.00,114.35,408.33,402.11,447.37,229.50,24.51%,408,25.48%,25.48%,3.70%,58.44%,13.33%,7.85,(17.15)%,-64.94,-1.25,(21.35)%,40.05%,48.60%,0.00%,77.50
B01EE2IYIY,WONDERFUL,89,46,48.00,0.00,316.25,408.12,401.30,328.04,162.93,28.79%,70,29.21%,29.21%,27.27%,100.00%,51.69%,7.29,11.19%,45.58,0.81,9.60%,23.00%,20.79%,0.00%,78.40
B084MLZ1YS,Suntop,190,79,67.00,0.00,351.87,405.90,395.70,382.75,0,2.31%,138,28.42%,28.42%,100.00%,100.00%,41.58%,4.95,(36.44)%,-145.28,-1.77,(6.10)%,10.00%,10.61%,40.29%,0
B01LYT8NCG,Foster Clarks,1388,357,488.00,27.00,534.10,404.40,392.68,404.21,0,12.62%,1275,22.90%,22.90%,63.45%,100.00%,25.72%,1.16,(120.06)%,-565.79,-1.62,5.55%,11.36%,10.73%,43.54%,93.20
B08FZVMB1P,HOLSTEN,314,57,277.00,122.00,1963.78,402.26,399.15,399.22,11.22,8.52%,284,8.28%,8.28%,78.79%,100.00%,18.15%,7.06,(49.29)%,-152.49,-2.68,(0.46)%,9.47%,9.52%,67.43%,80.80
B0F331Z81L,Barebells,363,13,60.00,47.00,1464.12,401.23,401.23,401.23,0,40.47%,176,67.92%,67.92%,68.97%,100.00%,3.58%,30.86,25.58%,95.49,7.35,20.94%,24.50%,19.37%,0.00%,76.90
B07K459Y34,UNKNOWN,1043,117,166.00,51.00,660.01,396.96,397.18,406.57,82.75,23.93%,1010,57.53%,57.53%,26.42%,100.00%,11.22%,3.48,(24.38)%,-101.64,-0.89,(9.20)%,30.65%,33.47%,71.29%,55.90
B00Q8Y3CIY,Elvan,913,116,186.00,160.00,683.63,389.42,375.94,378.67,185.70,31.05%,807,37.57%,37.57%,57.06%,67.08%,12.71%,3.36,(10.98)%,-42.76,-0.37,(9.48)%,40.40%,44.23%,100.00%,78.00
B084MM15HF,Suntop,155,76,72.00,0.00,378.13,382.64,376.73,398.00,0,9.83%,145,39.22%,39.22%,33.33%,100.00%,49.03%,5.31,(27.63)%,-107.88,-1.50,1.18%,10.00%,9.88%,75.86%,79.50
B0058MKHIU,TILDA,152,103,186.00,41.00,557.03,382.42,380.49,380.56,0,33.78%,149,0.00%,0.00%,93.62%,71.21%,67.76%,3.71,(2.26)%,-8.63,-0.08,19.34%,20.84%,16.81%,42.75%,83.70
B07PCF1NF9,Al osra,257,137,571.00,174.00,1528.14,379.33,367.68,373.37,190.80,15.79%,241,3.91%,3.91%,98.46%,91.11%,53.31%,2.81,(47.53)%,-182.68,-1.35,4.75%,15.44%,14.70%,46.15%,82.90
B015NC6YO0,The Jelly Bean Factory,66,15,13.00,0.00,282.44,372.33,351.25,327.18,0,28.11%,59,54.55%,54.55%,20.97%,92.54%,22.73%,23.27,13.13%,46.90,2.93,6.64%,29.06%,27.13%,0.00%,85.70
B00L2ZKGHE,American Garden,699,78,215.00,1.00,1003.28,370.54,365.09,381.22,106.78,24.74%,626,9.73%,9.73%,67.08%,65.85%,11.16%,4.94,(20.97)%,-75.21,-1.00,5.55%,21.63%,20.43%,40.48%,98.50
B00Y8C7MDE,Elledi,312,100,399.00,47.00,1955.32,370.38,367.45,361.55,18.36,11.90%,305,8.68%,8.68%,72.08%,100.00%,32.05%,3.67,(28.87)%,-98.71,-0.98,(33.63)%,35.90%,47.98%,52.12%,81.70
B01L1DRF70,UNKNOWN,224,109,408.00,90.00,1190.83,363.40,349.08,330.89,0,18.93%,222,40.63%,40.63%,83.30%,100.00%,48.66%,3.16,(32.04)%,-111.50,-0.97,6.62%,17.68%,16.51%,74.65%,97.00
B0B8GMD5W2,Kannan Devan,729,141,690.00,268.00,3139.05,363.10,358.33,358.39,0,(49.72)%,594,8.65%,8.65%,95.88%,100.00%,19.34%,2.58,(109.74)%,-411.82,-2.92,(76.66)%,16.24%,28.68%,83.06%,82.50
